# CarANC Session Log
# format=jsonl
# vehicle=skoda Octavia 2019
# scenario=行駛中
# phonePlacement=中控下方
# connectionType=usb androidauto
# ---
{"ts":1781739456137,"phase":"session_start","vehicleModel":"skoda Octavia 2019","scenario":"行駛中","phonePlacement":"中控下方","connectionType":"usb androidauto","deviceModel":"Pixel 10 Pro Fold","deviceManufacturer":"Google","androidRelease":"17","sdkInt":37,"productName":"CarANC","subscriptionPlan":"pro_monthly","subscriptionLabel":"專業版（月訂）","safetyConsentAccepted":true}
{"ts":1781739456137,"phase":"service_start","subscriptionPlan":"pro_monthly","mimoEnabled":true,"obdEnabled":true}
{"ts":1781739456185,"phase":"aa_connected","connectionType":2}
{"ts":1781739693746,"phase":"bump_detected","blockRms":0.0737367,"frozen":true}
{"ts":1781739693771,"phase":"bump_detected","blockRms":0.06127501,"frozen":true}
{"ts":1781739693837,"phase":"bump_detected","blockRms":0.11076081,"frozen":true}
{"ts":1781739693839,"phase":"bump_detected","blockRms":0.11569675,"frozen":true}
{"ts":1781739693840,"phase":"bump_detected","blockRms":0.08762531,"frozen":true}
{"ts":1781739693858,"phase":"bump_detected","blockRms":0.06089005,"frozen":true}
{"ts":1781739693859,"phase":"bump_detected","blockRms":0.080864675,"frozen":true}
{"ts":1781739693882,"phase":"bump_detected","blockRms":0.07843533,"frozen":true}
{"ts":1781739693883,"phase":"bump_detected","blockRms":0.06785669,"frozen":true}
{"ts":1781739693918,"phase":"bump_detected","blockRms":0.04658871,"frozen":true}
{"ts":1781739694397,"phase":"bump_detected","blockRms":0.12961121,"frozen":true}
{"ts":1781739694411,"phase":"bump_detected","blockRms":0.16854955,"frozen":true}
{"ts":1781739694417,"phase":"bump_detected","blockRms":0.11853141,"frozen":true}
{"ts":1781739694430,"phase":"bump_detected","blockRms":0.09094549,"frozen":true}
{"ts":1781739694640,"phase":"bump_detected","blockRms":0.04201501,"frozen":true}
{"ts":1781739694740,"phase":"bump_detected","blockRms":0.04431348,"frozen":true}
{"ts":1781739694742,"phase":"bump_detected","blockRms":0.018447865,"frozen":true}
{"ts":1781739694754,"phase":"bump_detected","blockRms":0.09467012,"frozen":true}
{"ts":1781739694756,"phase":"bump_detected","blockRms":0.101485185,"frozen":true}
{"ts":1781739694759,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-68.90234,"cancelledDb":-68.90234,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":318.18753,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1571,"suggestedObserveSec":0}
{"ts":1781739694772,"phase":"bump_detected","blockRms":0.10465935,"frozen":true}
{"ts":1781739694774,"phase":"bump_detected","blockRms":0.085295245,"frozen":true}
{"ts":1781739694995,"phase":"bump_detected","blockRms":0.05151039,"frozen":true}
{"ts":1781739695039,"phase":"bump_detected","blockRms":0.061949566,"frozen":true}
{"ts":1781739695040,"phase":"bump_detected","blockRms":0.117876716,"frozen":true}
{"ts":1781739695042,"phase":"bump_detected","blockRms":0.054200735,"frozen":true}
{"ts":1781739695226,"phase":"bump_detected","blockRms":0.041206192,"frozen":true}
{"ts":1781739695228,"phase":"bump_detected","blockRms":0.03380217,"frozen":true}
{"ts":1781739695262,"phase":"bump_detected","blockRms":0.098561294,"frozen":true}
{"ts":1781739695267,"phase":"bump_detected","blockRms":0.15999492,"frozen":true}
{"ts":1781739695269,"phase":"bump_detected","blockRms":0.087316565,"frozen":true}
{"ts":1781739695278,"phase":"bump_detected","blockRms":0.12861466,"frozen":true}
{"ts":1781739695388,"phase":"bump_detected","blockRms":0.06694417,"frozen":true}
{"ts":1781739695392,"phase":"bump_detected","blockRms":0.087272264,"frozen":true}
{"ts":1781739695439,"phase":"bump_detected","blockRms":0.13226795,"frozen":true}
{"ts":1781739695443,"phase":"bump_detected","blockRms":0.15033697,"frozen":true}
{"ts":1781739695729,"phase":"bump_detected","blockRms":0.009675492,"frozen":true}
{"ts":1781739695758,"phase":"bump_detected","blockRms":0.078528695,"frozen":true}
{"ts":1781739695769,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-22.099432,"cancelledDb":-22.099432,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":61,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.010941824,"bandMidRatio":0.008527712,"bandHighRatio":0.98053044,"bandConfidence":0.96958864,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.27230343,"speedValid":true,"speedAccuracyM":8.367,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":318.18753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":1.2708334,"latencyFrameworkMs":35.0}
{"ts":1781739695772,"phase":"bump_detected","blockRms":0.026502099,"frozen":true}
{"ts":1781739695833,"phase":"bump_detected","blockRms":0.040215548,"frozen":true}
{"ts":1781739695839,"phase":"bump_detected","blockRms":0.12156571,"frozen":true}
{"ts":1781739695857,"phase":"bump_detected","blockRms":0.10468178,"frozen":true}
{"ts":1781739696236,"phase":"bump_detected","blockRms":0.09027819,"frozen":true}
{"ts":1781739696242,"phase":"bump_detected","blockRms":0.06492905,"frozen":true}
{"ts":1781739696254,"phase":"bump_detected","blockRms":0.04588987,"frozen":true}
{"ts":1781739696258,"phase":"bump_detected","blockRms":0.11453614,"frozen":true}
{"ts":1781739696408,"phase":"bump_detected","blockRms":0.03840369,"frozen":true}
{"ts":1781739696410,"phase":"bump_detected","blockRms":0.0912808,"frozen":true}
{"ts":1781739696413,"phase":"bump_detected","blockRms":0.08166791,"frozen":true}
{"ts":1781739696508,"phase":"bump_detected","blockRms":0.10211698,"frozen":true}
{"ts":1781739696511,"phase":"bump_detected","blockRms":0.07464939,"frozen":true}
{"ts":1781739696537,"phase":"bump_detected","blockRms":0.0800086,"frozen":true}
{"ts":1781739696930,"phase":"bump_detected","blockRms":0.048253022,"frozen":true}
{"ts":1781739697116,"phase":"bump_detected","blockRms":0.048535924,"frozen":true}
{"ts":1781739697119,"phase":"bump_detected","blockRms":0.1039085,"frozen":true}
{"ts":1781739697124,"phase":"bump_detected","blockRms":0.08785275,"frozen":true}
{"ts":1781739697166,"phase":"bump_detected","blockRms":0.066477224,"frozen":true}
{"ts":1781739697169,"phase":"bump_detected","blockRms":0.07209054,"frozen":true}
{"ts":1781739697264,"phase":"bump_detected","blockRms":0.037718516,"frozen":true}
{"ts":1781739697472,"phase":"bump_detected","blockRms":0.07517613,"frozen":true}
{"ts":1781739697476,"phase":"bump_detected","blockRms":0.026286826,"frozen":true}
{"ts":1781739697815,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-68.781334,"cancelledDb":-68.781334,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":61,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.085014015,"bandMidRatio":0.10515124,"bandHighRatio":0.8098347,"bandConfidence":0.72482073,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.21027419,"speedValid":true,"speedAccuracyM":10.288,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":318.18753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":1.2708334,"latencyFrameworkMs":35.0}
{"ts":1781739698272,"phase":"bump_detected","blockRms":0.09381967,"frozen":true}
{"ts":1781739698274,"phase":"bump_detected","blockRms":0.08005875,"frozen":true}
{"ts":1781739698276,"phase":"bump_detected","blockRms":0.105510935,"frozen":true}
{"ts":1781739698281,"phase":"bump_detected","blockRms":0.06286859,"frozen":true}
{"ts":1781739698291,"phase":"bump_detected","blockRms":0.065022826,"frozen":true}
{"ts":1781739698358,"phase":"bump_detected","blockRms":0.048264425,"frozen":true}
{"ts":1781739698379,"phase":"bump_detected","blockRms":0.11184044,"frozen":true}
{"ts":1781739698382,"phase":"bump_detected","blockRms":0.1161054,"frozen":true}
{"ts":1781739698530,"phase":"bump_detected","blockRms":0.044994187,"frozen":true}
{"ts":1781739698533,"phase":"bump_detected","blockRms":0.04125408,"frozen":true}
{"ts":1781739698564,"phase":"bump_detected","blockRms":0.04905125,"frozen":true}
{"ts":1781739698566,"phase":"bump_detected","blockRms":0.10763483,"frozen":true}
{"ts":1781739698664,"phase":"bump_detected","blockRms":0.04988099,"frozen":true}
{"ts":1781739698685,"phase":"bump_detected","blockRms":0.07042753,"frozen":true}
{"ts":1781739698706,"phase":"bump_detected","blockRms":0.100705415,"frozen":true}
{"ts":1781739698710,"phase":"bump_detected","blockRms":0.06733301,"frozen":true}
{"ts":1781739698747,"phase":"bump_detected","blockRms":0.07616815,"frozen":true}
{"ts":1781739698909,"phase":"bump_detected","blockRms":0.06340322,"frozen":true}
{"ts":1781739698911,"phase":"bump_detected","blockRms":0.074054636,"frozen":true}
{"ts":1781739698917,"phase":"bump_detected","blockRms":0.097602606,"frozen":true}
{"ts":1781739698960,"phase":"bump_detected","blockRms":0.13552466,"frozen":true}
{"ts":1781739698963,"phase":"bump_detected","blockRms":0.12861212,"frozen":true}
{"ts":1781739698983,"phase":"bump_detected","blockRms":0.06844296,"frozen":true}
{"ts":1781739698985,"phase":"bump_detected","blockRms":0.09360133,"frozen":true}
{"ts":1781739699132,"phase":"bump_detected","blockRms":0.024645245,"frozen":true}
{"ts":1781739699134,"phase":"bump_detected","blockRms":0.08957136,"frozen":true}
{"ts":1781739699244,"phase":"bump_detected","blockRms":0.026429845,"frozen":true}
{"ts":1781739699251,"phase":"bump_detected","blockRms":0.050199434,"frozen":true}
{"ts":1781739699374,"phase":"bump_detected","blockRms":0.03784837,"frozen":true}
{"ts":1781739699379,"phase":"bump_detected","blockRms":0.06511835,"frozen":true}
{"ts":1781739699448,"phase":"bump_detected","blockRms":0.062237434,"frozen":true}
{"ts":1781739699501,"phase":"bump_detected","blockRms":0.050410237,"frozen":true}
{"ts":1781739699774,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-63.317398,"cancelledDb":-63.317398,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":318.18753,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1576,"suggestedObserveSec":0}
{"ts":1781739699843,"phase":"bump_detected","blockRms":0.05309548,"frozen":true}
{"ts":1781739699847,"phase":"bump_detected","blockRms":0.04732587,"frozen":true}
{"ts":1781739699862,"phase":"bump_detected","blockRms":0.049459502,"frozen":true}
{"ts":1781739699864,"phase":"bump_detected","blockRms":0.15471314,"frozen":true}
{"ts":1781739699866,"phase":"bump_detected","blockRms":0.12569463,"frozen":true}
{"ts":1781739699878,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-64.427155,"cancelledDb":-64.427155,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":61,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.011961983,"bandMidRatio":0.019429067,"bandHighRatio":0.968609,"bandConfidence":0.956647,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":30.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.13457549,"speedValid":true,"speedAccuracyM":10.373,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":318.18753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":1.2708334,"latencyFrameworkMs":35.0}
{"ts":1781739700004,"phase":"bump_detected","blockRms":0.07982383,"frozen":true}
{"ts":1781739700014,"phase":"bump_detected","blockRms":0.081024036,"frozen":true}
{"ts":1781739700153,"phase":"bump_detected","blockRms":0.024269428,"frozen":true}
{"ts":1781739700157,"phase":"bump_detected","blockRms":0.082161896,"frozen":true}
{"ts":1781739700162,"phase":"bump_detected","blockRms":0.06509894,"frozen":true}
{"ts":1781739700187,"phase":"bump_detected","blockRms":0.06422354,"frozen":true}
{"ts":1781739700189,"phase":"bump_detected","blockRms":0.082669646,"frozen":true}
{"ts":1781739700332,"phase":"bump_detected","blockRms":0.06603092,"frozen":true}
{"ts":1781739700335,"phase":"bump_detected","blockRms":0.11938412,"frozen":true}
{"ts":1781739700338,"phase":"bump_detected","blockRms":0.08098655,"frozen":true}
{"ts":1781739700380,"phase":"bump_detected","blockRms":0.045365915,"frozen":true}
{"ts":1781739700385,"phase":"bump_detected","blockRms":0.10183637,"frozen":true}
{"ts":1781739700389,"phase":"bump_detected","blockRms":0.06974951,"frozen":true}
{"ts":1781739700396,"phase":"bump_detected","blockRms":0.08355467,"frozen":true}
{"ts":1781739700442,"phase":"bump_detected","blockRms":0.07718794,"frozen":true}
{"ts":1781739700445,"phase":"bump_detected","blockRms":0.06923682,"frozen":true}
{"ts":1781739700508,"phase":"bump_detected","blockRms":0.04435455,"frozen":true}
{"ts":1781739700514,"phase":"bump_detected","blockRms":0.06422779,"frozen":true}
{"ts":1781739700573,"phase":"bump_detected","blockRms":0.01829492,"frozen":true}
{"ts":1781739700871,"phase":"bump_detected","blockRms":0.06281602,"frozen":true}
{"ts":1781739700873,"phase":"bump_detected","blockRms":0.080551654,"frozen":true}
{"ts":1781739700875,"phase":"bump_detected","blockRms":0.033388358,"frozen":true}
{"ts":1781739700940,"phase":"bump_detected","blockRms":0.04276988,"frozen":true}
{"ts":1781739701025,"phase":"bump_detected","blockRms":0.03435876,"frozen":true}
{"ts":1781739701030,"phase":"bump_detected","blockRms":0.09766188,"frozen":true}
{"ts":1781739701035,"phase":"bump_detected","blockRms":0.07636756,"frozen":true}
{"ts":1781739701167,"phase":"bump_detected","blockRms":0.02838985,"frozen":true}
{"ts":1781739701170,"phase":"bump_detected","blockRms":0.05820004,"frozen":true}
{"ts":1781739701222,"phase":"bump_detected","blockRms":0.036324706,"frozen":true}
{"ts":1781739701224,"phase":"bump_detected","blockRms":0.07939903,"frozen":true}
{"ts":1781739701269,"phase":"bump_detected","blockRms":0.02554249,"frozen":true}
{"ts":1781739701271,"phase":"bump_detected","blockRms":0.07686619,"frozen":true}
{"ts":1781739701273,"phase":"bump_detected","blockRms":0.042170502,"frozen":true}
{"ts":1781739701335,"phase":"bump_detected","blockRms":0.07811773,"frozen":true}
{"ts":1781739701341,"phase":"bump_detected","blockRms":0.080722645,"frozen":true}
{"ts":1781739701530,"phase":"bump_detected","blockRms":0.028423224,"frozen":true}
{"ts":1781739701537,"phase":"bump_detected","blockRms":0.06914199,"frozen":true}
{"ts":1781739701551,"phase":"bump_detected","blockRms":0.08155771,"frozen":true}
{"ts":1781739701555,"phase":"bump_detected","blockRms":0.07608344,"frozen":true}
{"ts":1781739701925,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-69.62714,"cancelledDb":-69.62714,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":61,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.025142724,"bandMidRatio":0.028002732,"bandHighRatio":0.94685453,"bandConfidence":0.9217118,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":9.258716,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.06890266,"speedValid":true,"speedAccuracyM":13.663,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":318.18753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":1.2708334,"latencyFrameworkMs":35.0}
{"ts":1781739701944,"phase":"bump_detected","blockRms":0.05883473,"frozen":true}
{"ts":1781739701947,"phase":"bump_detected","blockRms":0.10108959,"frozen":true}
{"ts":1781739701950,"phase":"bump_detected","blockRms":0.046597295,"frozen":true}
{"ts":1781739701977,"phase":"bump_detected","blockRms":0.084497206,"frozen":true}
{"ts":1781739702054,"phase":"bump_detected","blockRms":0.060772285,"frozen":true}
{"ts":1781739702056,"phase":"bump_detected","blockRms":0.025860472,"frozen":true}
{"ts":1781739702668,"phase":"bump_detected","blockRms":0.04976204,"frozen":true}
{"ts":1781739702671,"phase":"bump_detected","blockRms":0.08072777,"frozen":true}
{"ts":1781739702944,"phase":"bump_detected","blockRms":0.031772677,"frozen":true}
{"ts":1781739702946,"phase":"bump_detected","blockRms":0.04792426,"frozen":true}
{"ts":1781739703045,"phase":"bump_detected","blockRms":0.0370458,"frozen":true}
{"ts":1781739703047,"phase":"bump_detected","blockRms":0.057185266,"frozen":true}
{"ts":1781739703097,"phase":"bump_detected","blockRms":0.035388928,"frozen":true}
{"ts":1781739703136,"phase":"bump_detected","blockRms":0.033646308,"frozen":true}
{"ts":1781739703172,"phase":"bump_detected","blockRms":0.043579604,"frozen":true}
{"ts":1781739703174,"phase":"bump_detected","blockRms":0.14037545,"frozen":true}
{"ts":1781739703177,"phase":"bump_detected","blockRms":0.10852723,"frozen":true}
{"ts":1781739703227,"phase":"bump_detected","blockRms":0.05081965,"frozen":true}
{"ts":1781739703237,"phase":"bump_detected","blockRms":0.10425214,"frozen":true}
{"ts":1781739703340,"phase":"bump_detected","blockRms":0.046460506,"frozen":true}
{"ts":1781739703390,"phase":"bump_detected","blockRms":0.059950616,"frozen":true}
{"ts":1781739703392,"phase":"bump_detected","blockRms":0.027454158,"frozen":true}
